[x86] Gathering all referenced SSDTs from KTHREADs...
  Entry 0x127d: 0xbf9060df (NtGdiBRUSHOBJ_hGetColorTransform) owned by win32k.sys
  Entry 0x127e: 0xbf9059f1 (NtGdiXFORMOBJ_bApplyXform) owned by win32k.sys
  Entry 0x127f: 0xbf8facdb (NtGdiXFORMOBJ_iGetXform) owned by win32k.sys
  Entry 0x1280: 0xbf905be9 (NtGdiFONTOBJ_vGetInfo) owned by win32k.sys
  Entry 0x1281: 0xbf8fac6a (NtGdiFONTOBJ_pxoGetXform) owned by win32k.sys
  Entry 0x1282: 0xbf905684 (NtGdiFONTOBJ_cGetGlyphs) owned by win32k.sys
  Entry 0x1283: 0xbf8fae63 (NtGdiFONTOBJ_pifi) owned by win32k.sys
  Entry 0x1284: 0xbf956199 (NtGdiFONTOBJ_pfdg) owned by win32k.sys
  Entry 0x1285: 0xbf9562a0 (NtGdiFONTOBJ_pQueryGlyphAttrs) owned by win32k.sys
  Entry 0x1286: 0xbf956872 (NtGdiFONTOBJ_pvTrueTypeFontFile) owned by win32k.sys
  Entry 0x1287: 0xbf9560ce (NtGdiFONTOBJ_cGetAllGlyphHandles) owned by win32k.sys
  Entry 0x1288: 0xbf956378 (NtGdiSTROBJ_bEnum) owned by win32k.sys
  Entry 0x1289: 0xbf905e17 (NtGdiSTROBJ_bEnumPositionsOnly) owned by win32k.sys
  Entry 0x128a: 0xbf8faf76 (NtGdiSTROBJ_bGetAdvanceWidths) owned by win32k.sys
  Entry 0x128b: 0xbf905e35 (NtGdiSTROBJ_vEnumStart) owned by win32k.sys
  Entry 0x128c: 0xbf956396 (NtGdiSTROBJ_dwGetCodePage) owned by win32k.sys
  Entry 0x128d: 0xbf956487 (NtGdiPATHOBJ_vGetBounds) owned by win32k.sys
  Entry 0x128e: 0xbf956518 (NtGdiPATHOBJ_bEnum) owned by win32k.sys
  Entry 0x128f: 0xbf956625 (NtGdiPATHOBJ_vEnumStart) owned by win32k.sys
  Entry 0x1290: 0xbf956681 (NtGdiPATHOBJ_vEnumStartClipLines) owned by win32k.sys
  Entry 0x1291: 0xbf95673f (NtGdiPATHOBJ_bEnumClipLines) owned by win32k.sys
  Entry 0x1292: 0xbf954c3e (NtGdiGetDhpdev) owned by win32k.sys
  Entry 0x1293: 0xbf954fcb (NtGdiEngCheckAbort) owned by win32k.sys
  Entry 0x1294: 0xbf9054c9 (NtGdiHT_Get8BPPFormatPalette) owned by win32k.sys
  Entry 0x1295: 0xbf954cb2 (NtGdiHT_Get8BPPMaskPalette) owned by win32k.sys
  Entry 0x1296: 0xbf9432aa (NtGdiUpdateTransform) owned by win32k.sys
  Entry 0x1297: 0xbf8ddf45 (NtGdiSetPUMPDOBJ) owned by win32k.sys
  Entry 0x1298: 0xbf9563e4 (NtGdiBRUSHOBJ_DeleteRbrush) owned by win32k.sys
  Entry 0x1299: 0xbf954c65 (NtGdiUMPDEngFreeUserMem) owned by win32k.sys
  Entry 0x129a: 0xbf817637 (NtGdiDrawStream) owned by win32k.sys
