Offset(P)    #Ptr   #Hnd Access Name
0x01982680      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\spool\drivers\w32x86\3\pscript5.dll
0x01983028      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Security Essentials\MpClient.dll
0x019838c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wshtcpip.dll
0x01983f10      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\hnetcfg.dll
0x01993028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sfc.dll
0x01993de8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wmi.dll
0x01994450      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x01994940      1      0 -WD--- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP124\snapshot\Repository\FS\OBJECTS.MAP
0x01994c78      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\dssenh.dll
0x01997028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\umpnpmgr.dll
0x019971e8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01997358      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\sens.dll
0x019974c8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\eappprxy.dll
0x019977a8      1      0 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\History\History.IE5\index.dat
0x01997ab0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\win32k.sys
0x01997dc8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\atl.dll
0x01997f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\csrss.exe
0x0199a028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lsasrv.dll
0x0199a148      1      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\timeSync.dll
0x0199b208      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\cga40woa.fon
0x0199bdf0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\basesrv.dll
0x0199f098      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x0199ff90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x019a0320      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x019a03c8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x019a0460      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x019a0588      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x019a0620      3      1 ------ \Device\NamedPipe\net\NtControlPipe4
0x019a4028      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\Homestead
0x019a4148      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0405
0x019a4230      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0404
0x019a4318      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0401
0x019a43b0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Accessories
0x019a4498      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\wbem\xml
0x019a4580      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\VGX
0x019a46f0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\pchealth\UploadLB\Binaries
0x019a4938      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Help\Tours\mmTour
0x019a4a20      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\IME\TINTLGNT
0x019a4b08      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\spool\drivers\color
0x019a4bf0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\PeerNet
0x019a4cd8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Speech\1033
0x019a4d70      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\SpeechEngines\Microsoft
0x019a4e58      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\wbem\snmp
0x019a4f40      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\Metallic
0x019a5320      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Help
0x019a5628      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\isapi\_vti_adm
0x019a56c0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\AppPatch
0x019a6640      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x019a69a0      1      1 ------ \Device\NamedPipe\net\NtControlPipe16
0x019a76b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\odbcint.dll
0x019a7820      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x019a8618      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oleaut32.dll
0x019a8798      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.MFC_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_3bf8fa05
0x019a8e00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cscdll.dll
0x019a9028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dimsntfy.dll
0x019aa628      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Administrator\Application Data\Dropbox\bin\DropboxExt.13.dll
0x019aa798      1      0 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x019aa908      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x019aca20      1      1 ------ \Device\NamedPipe\winreg
0x019ae2d0      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\NetworkService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat
0x019ae440      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wzcsvc.dll
0x019ae680      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\config\SysEvent.Evt
0x019ae850      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\config\SecEvent.Evt
0x019aea48      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\config\Internet.evt
0x019aec40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\config\AppEvent.Evt
0x019aede8      3      1 -W-rw- \Device\HarddiskVolume1\WINDOWS\wiadebug.log
0x019af868      4      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\software
0x019afc48      4      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\default
0x019afe18      4      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\SECURITY
0x019b03f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\advapi32.dll
0x019b0590      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x019b0688      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.MFCLOC_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_91481303
0x019b0bc8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x019b0f28      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x019eff90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x019f64a0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01a023a8      1      1 ------ \Device\NamedPipe\lsarpc
0x01a02ac0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wiaservc.dll
0x01a03460      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\ega40woa.fon
0x01a04d10      1      1 ------ \Device\NamedPipe\EVENTLOG
0x01a057c0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mfcsubs.dll
0x01a059b8      2      1 ------ \Device\NamedPipe\Spooler\LPT1
0x01a06b18      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\OBJECTS.MAP
0x01a07270      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dnsrslvr.dll
0x01a07bf8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01a07c90      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01a07e88      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\comsvcs.dll
0x01a08448      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01a09028      1      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\sigc-2.0.dll
0x01a09648      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\vmtoolsd.exe
0x01a098b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\AppPatch\acadproc.dll
0x01a09c10      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\scesrv.dll
0x01a09e18      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kerberos.dll
0x01a0a118      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01a0ac30      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01a0b178      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01a0bce0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\cga80woa.fon
0x01a0bef8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\spool\drivers\w32x86\3\ps5ui.dll
0x01a0bf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntdsapi.dll
0x01a0c1b8      3      0 RWD--- \Device\HarddiskVolume1\$LogFile
0x01a0c5e8      3      0 RWD--- \Device\HarddiskVolume1\$MftMirr
0x01a741c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msvcrt.dll
0x01a74528      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mpr.dll
0x01a74728      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\secur32.dll
0x01a76158      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x01a76ac0      3      1 R--rwd \Device\HarddiskVolume1\WINDOWS\pchealth\helpctr\BATCH
0x01a76c50      2      1 RW-rw- \Device\NamedPipe\
0x01a78210      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\onex.dll
0x01a78548      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x01a7add0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\WindowsShell.Manifest
0x01a7b3f8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\msimtf.dll
0x01a7b4f8      1      0 -W-r-- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP123\snapshot\_REGISTRY_USER_USRCLASS_S-1-5-19
0x01a7b6c8      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\spool\drivers\w32x86\3\pscript.ntf
0x01a7b920      1      0 -WD--- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP124\snapshot\Repository\FS\MAPPING1.MAP
0x01a7ba78      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\cmd.exe
0x01a7bb78      1      0 -W-r-- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP124\snapshot\_REGISTRY_USER_NTUSER_S-1-5-19
0x01a7bcd0      1      0 -WD--- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP124\snapshot\Repository\FS\MAPPING.VER
0x01a7bf28      1      1 ------ \Device\Afd\Endpoint
0x01a7c470      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01a7d7a8      1      0 R----- \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\icudt38l.dat
0x01a7d918      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\AppPatch\aclayers.dll
0x01a7dac0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ws2help.dll
0x01a7df90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\imm32.dll
0x01a7e218      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\dbghelp.dll
0x01a7e4b0      3      1 ------ \Device\NamedPipe\net\NtControlPipe9
0x01a7e7e0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01a7e878      1      1 RW-r-- \Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\Microsoft\Microsoft Antimalware\Support\MpWppTracing.bin
0x01a7e980      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\imagehlp.dll
0x01a7f358      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wlnotify.dll
0x01a7f5e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\uxtheme.dll
0x01a7f730      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01a80168      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01a80530      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dhcpcsvc.dll
0x01a80f00      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Security Essentials\MpSvc.dll
0x01a81110      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01a81588      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\trkwks.dll
0x01a81630      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\zipfldr.dll
0x01a81820      1      1 ------ \Device\NamedPipe\net\NtControlPipe12
0x01a822d0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01a82368      1      1 ------ \Device\NamedPipe\srvsvc
0x01a82b78      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\win32spl.dll
0x01a82ec0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x01a83598      2      1 ------ \Device\NamedPipe\Spooler\LPT1
0x01a83630      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wuapi.dll
0x01a83cd8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\credui.dll
0x01a84060      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x01a84230      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01a84350      1      0 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Cookies\index.dat
0x01a848a8      1      1 ------ \Device\NamedPipe\net\NtControlPipe10
0x01a84ae8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x01a84f28      1      1 ------ \Device\NamedPipe\winlogonrpc
0x01a85670      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01a85e48      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Administrator
0x01a88bf8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\resume-vm-default.bat
0x01a89b10      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x01a8e388      1      0 -W-r-- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP124\snapshot\_REGISTRY_MACHINE_SOFTWARE
0x01a8f038      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01a8f0d8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\appmgmts.dll
0x01a8f6c8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\attrib.exe
0x01a8fe30      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
0x01a913e0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\AppPatch\acgenral.dll
0x01a940a0      2      1 ------ \Device\NamedPipe\atsvc
0x01a94660      1      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\intl.dll
0x01a94850      2      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\History\History.IE5\index.dat
0x01a94f00      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01a95d58      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01a961b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winmm.dll
0x01a967d0      1      0 -W---- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP122\drivetable.txt
0x01a96bc8      1      0 -W-r-- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP124\snapshot\_REGISTRY_USER_USRCLASS_S-1-5-20
0x01a975a8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\riched32.dll
0x01a97908      1      0 -W-r-- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP123\snapshot\_REGISTRY_MACHINE_SAM
0x01a97c98      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\sdhcinst.dll
0x01a983f8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01a98bb8      1      0 -W-r-- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP124\snapshot\_REGISTRY_USER_NTUSER_S-1-5-20
0x01a98e58      1      0 -WD--- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP124\snapshot\Repository\FS\INDEX.MAP
0x01a99380      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\spool\drivers\w32x86\3\TPPS.INI
0x01a9c4e8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x01a9d4e8      2      1 ------ \Device\NamedPipe\PCHFaultRepExecPipe
0x01a9e830      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01a9f350      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\urlmon.dll
0x01a9f5f0      1      1 ------ \Device\NamedPipe\DAV RPC SERVICE
0x01a9fc88      1      1 RW---- \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat.LOG
0x01a9fef0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01aa3b38      2      1 ------ \Device\NamedPipe\wkssvc
0x01aa65d0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01aa6968      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01aa6cc8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01aac400      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ping.exe
0x01aaee28      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ersvc.dll
0x01aafd38      1      1 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kernel32.dll
0x01aafdd0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01ab0748      3      1 RW-r-- \Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\Microsoft\Microsoft Antimalware\Support\MPLog-12262009-215633.log
0x01ab09c0      1      1 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kernel32.dll
0x01ab10e0      3      1 ------ \Device\NamedPipe\net\NtControlPipe5
0x01ab16c0      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Microsoft Security Essentials\en-us\MsMpRes.dll.mui
0x01ab1d38      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01ab1dd0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01ab2230      1      0 -W-r-- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP123\snapshot\_REGISTRY_USER_.DEFAULT
0x01ab2888      1      0 -W-r-- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP123\snapshot\_REGISTRY_MACHINE_SECURITY
0x01ab33d8      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\Microsoft\Microsoft Antimalware\Definition Updates\Updates\mpavdlta.vdm
0x01ab3aa8      1      0 -W-r-- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP124\snapshot\_REGISTRY_USER_NTUSER_S-1-5-18
0x01ab3c00      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wbem\fastprox.dll
0x01ab41a8      2      1 ------ \Device\Afd\Endpoint
0x01ab4318      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-3b0-0
0x01ab48e8      2      1 ------ \Device\Afd\Endpoint
0x01ab5bd0      2      1 R--rwd \Device\HarddiskVolume1\$Extend\$ObjId
0x01ab5c68      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x01ab5f58      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01ab6798      2      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\config\SysEvent.Evt
0x01ab6b30      1      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\config\Internet.evt
0x01aba028      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Movie Maker
0x01aba170      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\NormalColor
0x01aba258      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Speech
0x01aba390      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\SpeechEngines\Microsoft\TTS\1033
0x01aba428      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\Restore
0x01aba560      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\chsime\applets
0x01aba648      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball
0x01aba800      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\shared\res
0x01aba8e8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\npp
0x01aba9d0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\mui
0x01abab08      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\MSSoap\Binaries\Resources\1033
0x01abac40      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\MSSoap\Binaries
0x01abad28      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\oobe
0x01abae10      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Outlook Express
0x01abaef8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\srchasst
0x01abaf90      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime
0x01abb590      2      1 ------ \Device\Afd\Endpoint
0x01abbcd0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\srsvc.dll
0x01abbeb8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcomn.dll
0x01ad61d8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x01ad6930      1      1 ------ \Device\NamedPipe\InitShutdown
0x01ad6f90      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\cabinet.dll
0x01ad74c8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01ad9888      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01ad9c00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cryptdll.dll
0x01add290      2      1 ------ \Device\NamedPipe\scerpc
0x01ae63f0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x01ae6608      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x01ae67f0      1      0 RW-rw- \Device\HarddiskVolume1\WINDOWS\0.log
0x01ae69d8      1      1 ------ \Device\NamedPipe\wkssvc
0x01ae6da8      1      1 ------ \Device\NamedPipe\Ctx_WinStation_API_service
0x01ae8188      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\adsldpc.dll
0x01ae89d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shlwapi.dll
0x01aea028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\services.exe
0x01aeaaa0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\apphelp.dll
0x01aeacb0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\eappcfg.dll
0x01aeae20      3      1 ------ \Device\NamedPipe\net\NtControlPipe10
0x01aeaf90      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\msctf.dll
0x01aedbf8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\alg.exe
0x01aee170      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rtutils.dll
0x01aee290      3      1 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\mof
